pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
ST,2023-04-05,78.3,-0.61,6.71,"Flexen, Chris",660271,623167,,called_strike,,,,,7,Shohei Ohtani walks.   Mike Trout to 2nd.,R,L,R,SEA,LAA,S,,,0,0,2023,1.37,0.12,-0.29,2.07,,,545361.0,1,1,Top,,,,,663728,,,-1.8380736362913388,-113.99859423922868,-3.393620227945384,12.254297404393778,20.91042829875762,-30.7590657535304,3.54,1.71,,,,78.8,2467.0,6.6,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.91,,,,,,,,3,1,Sweeper,0,0,0,0,0,0,0,0,Strategic,Standard,57.0,0.0,-0.056
FF,2023-04-05,91.9,-0.17,6.83,"Flexen, Chris",545361,623167,walk,ball,,,,,11,Mike Trout walks.,R,R,R,SEA,LAA,B,,,3,1,2023,-0.1,1.45,-0.08,4.5,,,,1,1,Top,,,,,663728,,,0.470139928505642,-133.81266901068474,-3.221256428592365,-1.3148837300901344,28.56252755377217,-14.279350349005869,3.61,1.77,,,,92.4,2177.0,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.98,,,0.7,1.0,0.0,0.0,,2,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,184.0,-0.025,0.167
FF,2023-04-05,90.8,-0.35,6.81,"Flexen, Chris",545361,623167,,ball,,,,,11,Mike Trout walks.,R,R,R,SEA,LAA,B,,,2,1,2023,0.12,1.49,-0.45,3.8,,,,1,1,Top,,,,,663728,,,-0.4969529876320666,-132.2059001333876,-4.869229200729202,1.4660802011129432,26.56175243492806,-13.857802390528953,3.61,1.79,,,,91.6,2193.0,6.6,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.9,,,,,,,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,179.0,0.0,0.078
FF,2023-04-05,91.9,-0.34,6.82,"Flexen, Chris",545361,623167,,ball,,,,,12,Mike Trout walks.,R,R,R,SEA,LAA,B,,,1,1,2023,-0.04,1.56,0.59,3.85,,,,1,1,Top,,,,,663728,,,2.4486064318026632,-133.7331551251902,-5.073777123469511,-1.041475116769599,28.487294425575797,-12.619494324782572,3.59,1.75,,,,92.1,2216.0,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.14,,,,,,,,2,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,198.0,0.0,0.037
FF,2023-04-05,91.8,-0.29,6.85,"Flexen, Chris",545361,623167,,ball,,,,,12,Mike Trout walks.,R,R,R,SEA,LAA,B,,,0,1,2023,-0.07,1.54,0.83,3.95,,,,1,1,Top,,,,,663728,,,3.0064411355213907,-133.69090516511085,-4.846062190075562,-1.4891217645972592,28.45718244910691,-12.859271887162878,3.55,1.75,,,,92.3,2251.0,6.5,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.96,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,194.0,0.0,0.021
FF,2023-04-05,92.0,-0.26,6.84,"Flexen, Chris",545361,623167,,swinging_strike,,,,,2,Mike Trout walks.,R,R,R,SEA,LAA,S,,,0,0,2023,-0.01,1.57,0.26,3.35,,,,1,1,Top,,,,,663728,,,1.32560185242294,-133.9913715295633,-6.495299514644455,-0.3620343437762333,27.56270189754695,-12.035844650901756,3.55,1.69,,,,92.5,2236.0,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.08,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,183.0,0.0,-0.028
FC,2023-04-05,88.9,-0.42,6.75,"Flexen, Chris",621493,623167,field_out,hit_into_play,,,,,8,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,X,4.0,popup,3,2,2023,0.65,0.94,-0.26,1.79,,,,0,1,Top,142.18,133.98,,,663728,,,-0.9785845318647058,-129.39628766193485,-8.161740788844181,7.525183535270599,24.537953828224985,-20.148959763683195,3.47,1.69,172.0,72.9,53.0,89.4,2394.0,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.1,0.117,0.117,0.0,1.0,0.0,0.0,3.0,1,6,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,156.0,0.022,-0.315
FF,2023-04-05,92.1,-0.15,6.79,"Flexen, Chris",621493,623167,,foul,,,,,9,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,S,,,3,1,2023,-0.16,1.51,0.33,1.84,,,,0,1,Top,,,,,663728,,,1.573968346980086,-133.9598548224372,-10.102576695351488,-2.193384356269227,25.953345591601398,-12.0426086366175,3.47,1.69,284.0,85.2,27.0,93.0,2075.0,6.6,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.91,,,,,,,,1,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,186.0,0.0,-0.085
FF,2023-04-05,92.0,-0.33,6.9,"Flexen, Chris",621493,623167,,ball,,,,,11,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,2,1,2023,-0.16,1.54,-0.49,4.31,,,,0,1,Top,,,,,663728,,,-0.0601508043454491,-134.0161100915499,-4.142097906878341,-1.9316175322959477,26.555152036966312,-12.834269788706,3.48,1.75,,,,92.7,2147.0,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.05,,,,,,,,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,187.0,0.0,0.122
FC,2023-04-05,87.3,-0.41,6.85,"Flexen, Chris",621493,623167,,ball,,,,,14,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,1,1,2023,0.71,0.53,0.18,1.21,,,,0,1,Top,,,,,663728,,,-0.0417361375661574,-127.11993720496756,-8.611592425292061,7.814926910368694,22.79211315054519,-24.968101192146506,3.47,1.71,,,,87.9,2236.0,6.4,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.14,,,,,,,,1,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,157.0,0.0,0.05
CH,2023-04-05,80.1,-0.49,6.61,"Flexen, Chris",621493,623167,,ball,,,,,13,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,B,,,0,1,2023,-0.97,0.82,-0.95,1.27,,,,0,1,Top,,,,,663728,,,0.8034354995384763,-116.59433248512497,-6.696759767949096,-9.058237511700671,19.482273104015334,-23.73658991360493,3.46,1.75,,,,80.5,1257.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,1,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,218.0,0.0,0.03
FF,2023-04-05,91.2,-0.42,6.86,"Flexen, Chris",621493,623167,,foul,,,,,8,Taylor Ward pops out to second baseman Kolten Wong.,R,R,R,SEA,LAA,S,,,0,0,2023,0.12,1.47,-0.24,2.06,,,,0,1,Top,,,,,663728,,,0.1913941161461002,-132.67637486419125,-9.363850511071492,1.3615919793064644,26.924363816533887,-12.998114700461104,3.47,1.69,,,,91.5,2030.0,6.3,718691,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.16,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,187.0,0.0,-0.037
CH,2023-03-31,82.9,-0.59,6.55,"Flexen, Chris",608070,623167,field_out,hit_into_play,,,,,13,"Jose Ramirez grounds out, pitcher Chris Flexen to first baseman Ty France.",R,L,R,SEA,CLE,X,1.0,ground_ball,1,1,2023,-1.28,0.84,-1.29,2.04,,,642708.0,2,9,Top,137.58,181.07,,,663728,,,0.925312147109546,-120.7324626710582,-5.5772177836671375,-12.739215110798137,22.96877398848516,-23.04406324696477,3.35,1.59,2.0,62.4,-49.0,84.0,1340.0,6.9,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.58,0.189,0.17,0.0,1.0,0.0,0.0,2.0,83,3,Changeup,4,9,9,4,9,4,9,4,Strategic,Standard,212.0,0.001,-0.233
CH,2023-03-31,81.3,-0.71,6.59,"Flexen, Chris",608070,623167,,blocked_ball,,,,,13,"Jose Ramirez grounds out, pitcher Chris Flexen to first baseman Ty France.",R,L,R,SEA,CLE,B,,,0,1,2023,-1.22,0.79,-1.24,0.48,,,642708.0,2,9,Top,,,,,663728,,,1.1509459730273623,-118.2765600817296,-8.663319621462326,-11.777333234626674,20.412034675738283,-23.412293125267357,3.4,1.59,,,,81.7,1343.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.15,,,,,,,,83,2,Changeup,4,9,9,4,9,4,9,4,Strategic,Standard,214.0,0.0,0.026
CH,2023-03-31,80.2,-0.61,6.57,"Flexen, Chris",608070,623167,,called_strike,,,,,8,"Jose Ramirez grounds out, pitcher Chris Flexen to first baseman Ty France.",R,L,R,SEA,CLE,S,,,0,0,2023,-1.16,0.83,-0.03,1.94,,,642708.0,2,9,Top,,,,,663728,,,3.533948346955091,-116.86130311347894,-5.257490656799041,-11.358939455065403,19.160268436587103,-23.8443991284408,3.44,1.62,,,,81.7,1274.0,6.9,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.55,,,,,,,,83,1,Changeup,4,9,9,4,9,4,9,4,Strategic,Standard,215.0,0.0,-0.036
FF,2023-03-31,90.0,-0.38,6.74,"Flexen, Chris",642708,623167,force_out,hit_into_play,,,,,2,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,X,6.0,ground_ball,2,2,2023,0.09,1.34,0.17,3.02,,,680757.0,1,9,Top,105.38,155.13,,,663728,,,1.1914872280144138,-130.97684116168122,-6.156529937114896,0.8383129905573248,27.350277733806955,-15.668666324819524,3.34,1.56,5.0,84.3,-30.0,90.7,1981.0,6.7,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.79,0.049,0.044,0.0,1.0,0.0,0.0,2.0,82,6,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,183.0,0.001,-0.354
ST,2023-03-31,77.9,-0.58,6.84,"Flexen, Chris",642708,623167,,foul,,,,,2,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,S,,,2,2,2023,1.25,-0.72,0.19,2.93,,,680757.0,1,9,Top,,,,,663728,,,-0.6472724843771088,-113.51901223195031,-0.175312746814936,10.912654421351643,21.86576804299939,-38.53323018954085,3.34,1.56,133.0,67.9,73.0,77.9,2438.0,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.14,,,,,,,,82,5,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,40.0,0.0,0.0
CH,2023-03-31,80.1,-0.4,6.57,"Flexen, Chris",642708,623167,,blocked_ball,,,,,13,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,B,,,1,2,2023,-1.03,0.92,-1.04,0.83,,,680757.0,1,9,Top,,,,,663728,,,0.5440094242766451,-116.53027545103808,-7.831032659114828,-9.56430826431555,20.72226339734328,-22.533252002510547,3.27,1.56,,,,81.2,1332.0,6.9,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.58,,,,,,,,82,4,Changeup,4,9,9,4,9,4,9,4,Standard,Standard,216.0,0.0,0.053
FC,2023-03-31,86.0,-0.33,6.8,"Flexen, Chris",642708,623167,,swinging_strike,,,,,14,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,S,,,1,1,2023,0.81,0.54,1.21,1.71,,,680757.0,1,9,Top,,,,,663728,,,1.998876525102076,-125.119969731928,-6.9458193174324085,8.171674894788621,23.87723512743782,-25.37425521070196,3.34,1.56,,,,86.1,2297.0,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.26,,,,,,,,82,3,Cutter,4,9,9,4,9,4,9,4,Standard,Standard,148.0,0.0,-0.063
CH,2023-03-31,81.8,-0.59,6.64,"Flexen, Chris",642708,623167,,ball,,,,,11,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,B,,,0,1,2023,-1.1,0.88,-1.28,2.8,,,680757.0,1,9,Top,,,,,663728,,,0.5658964451363575,-119.10627002308053,-3.8224847689369934,-10.600932935949244,22.208195701006705,-23.227248561139486,3.5,1.56,,,,81.9,1347.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.21,,,,,,,,82,2,Changeup,4,9,9,4,9,4,9,4,Standard,Standard,211.0,0.0,0.026
FC,2023-03-31,87.0,-0.52,6.82,"Flexen, Chris",642708,623167,,called_strike,,,,,9,"Amed Rosario grounds into a force out, shortstop J.  P. Crawford to second baseman Kolten Wong.   Steven Kwan out at 2nd.    Amed Rosario to 1st.",R,R,R,SEA,CLE,S,,,0,0,2023,0.75,0.67,0.66,1.64,,,680757.0,1,9,Top,,,,,663728,,,1.283624147630853,-126.57751159338832,-7.657678949065549,7.877715653501555,24.352025271134625,-23.64352034559613,3.4,1.56,,,,87.3,2271.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.16,,,,,,,,82,1,Cutter,4,9,9,4,9,4,9,4,Standard,Standard,165.0,0.0,-0.056
FF,2023-03-31,89.3,-0.43,6.68,"Flexen, Chris",680757,623167,walk,ball,,,,,14,Steven Kwan walks.,R,L,R,SEA,CLE,B,,,3,0,2023,0.1,1.54,0.62,1.37,,,,1,9,Top,,,,,663728,,,2.3622768027849594,-129.73023582632666,-10.254412979238753,0.6493947717805697,27.22001780939892,-12.883442358241098,3.31,1.49,,,,89.2,2042.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.18,,,0.7,1.0,0.0,0.0,,81,4,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,192.0,-0.001,0.118
FC,2023-03-31,86.4,-0.48,6.74,"Flexen, Chris",680757,623167,,ball,,,,,13,Steven Kwan walks.,R,L,R,SEA,CLE,B,,,2,0,2023,0.7,0.69,-0.79,0.96,,,,1,9,Top,,,,,663728,,,-2.1636177512603783,-125.57913214659298,-9.006531787688996,7.840492165596522,24.01931648057952,-23.264358158676668,3.29,1.49,,,,86.8,2288.0,6.5,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.04,,,,,,,,81,3,Cutter,4,9,9,4,9,4,9,4,Standard,Standard,159.0,0.0,0.083
CH,2023-03-31,80.4,-0.53,6.51,"Flexen, Chris",680757,623167,,ball,,,,,13,Steven Kwan walks.,R,L,R,SEA,CLE,B,,,1,0,2023,-1.19,0.74,-1.0,1.54,,,,1,9,Top,,,,,663728,,,1.233466618600944,-117.00101962517586,-5.799214741146862,-11.167749986174847,21.19046048925927,-24.550812397508903,3.25,1.54,,,,81.4,1257.0,6.8,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.66,,,,,,,,81,2,Changeup,4,9,9,4,9,4,9,4,Standard,Standard,214.0,0.0,0.046
FF,2023-03-31,91.6,-0.4,6.78,"Flexen, Chris",680757,623167,,ball,,,,,13,Steven Kwan walks.,R,L,R,SEA,CLE,B,,,0,0,2023,0.1,1.46,-0.38,1.41,,,,1,9,Top,,,,,663728,,,-0.1704157802988273,-133.02508229336462,-10.796212733988662,1.243127116843429,28.87698487434485,-12.770445266026377,3.29,1.56,,,,91.5,1968.0,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.14,,,,,,,,81,1,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,192.0,0.0,0.028
FF,2023-03-31,90.8,-0.48,6.87,"Flexen, Chris",664702,623167,field_out,hit_into_play,,,,,3,Myles Straw lines out sharply to second baseman Kolten Wong.,R,R,R,SEA,CLE,X,4.0,line_drive,0,1,2023,0.09,1.43,0.4,2.89,,,,0,9,Top,140.88,131.57,,,663728,,,1.994925975250092,-132.0364198455444,-7.085217232771585,0.6362393314879655,28.32350913107256,-14.14565261824177,3.42,1.57,177.0,100.6,9.0,90.6,2000.0,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,0.694,0.658,0.0,1.0,0.0,0.0,4.0,80,2,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,193.0,0.001,-0.198
ST,2023-03-31,78.3,-0.52,6.72,"Flexen, Chris",664702,623167,,called_strike,,,,,9,Myles Straw lines out sharply to second baseman Kolten Wong.,R,R,R,SEA,CLE,S,,,0,0,2023,1.28,0.05,0.63,1.76,,,,0,9,Top,,,,,663728,,,0.119618326304457,-113.97891626211496,-3.941429566777989,11.11905929024691,20.989575800010304,-31.201245507637942,3.42,1.57,,,,78.2,2284.0,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.26,,,,,,,,80,1,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,45.0,0.0,-0.037
FF,2023-03-31,91.1,-0.48,6.77,"Flexen, Chris",572287,623167,field_out,hit_into_play,,,,,6,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,X,7.0,line_drive,3,2,2023,-0.02,1.48,0.34,2.43,,647304.0,665926.0,2,8,Top,67.23,81.83,,,663728,,,2.088772980154881,-132.55767750811202,-8.14385371609673,-0.696462978877373,27.766597149464847,-13.237500325855027,3.24,1.52,324.0,105.0,18.0,90.9,2069.0,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.37,0.534,0.687,0.0,1.0,0.0,0.0,5.0,76,6,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,192.0,0.002,-0.471
FF,2023-03-31,91.6,-0.51,6.82,"Flexen, Chris",572287,623167,,ball,,,,,12,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,B,,,2,2,2023,-0.29,1.58,1.16,2.75,,647304.0,665926.0,2,8,Top,,,,,663728,,,4.81036640567535,-133.17771338358415,-7.810323209427139,-4.465456068391262,26.662508405380915,-11.937080996918525,3.37,1.62,,,,91.5,2144.0,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.37,,,,,,,,76,5,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,188.0,0.0,0.113
FF,2023-03-31,92.0,-0.51,6.85,"Flexen, Chris",572287,623167,,ball,,,,,14,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,B,,,1,2,2023,-0.12,1.47,1.73,1.9,,647304.0,665926.0,2,8,Top,,,,,663728,,,5.926496309696712,-133.67980565749687,-9.941281637415877,-2.5740944509253003,26.0888799645199,-12.610724711807975,3.37,1.52,,,,92.3,2089.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.17,,,,,,,,76,4,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,198.0,0.0,0.051
FC,2023-03-31,84.9,-0.44,6.75,"Flexen, Chris",572287,623167,,foul,,,,,6,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,S,,,1,1,2023,0.77,0.28,0.52,2.28,,647304.0,665926.0,2,8,Top,,,,,663728,,,0.6959948293008799,-123.6467723559158,-4.7499072564073685,7.866510695660182,22.586214150066304,-28.601604328074245,3.24,1.52,44.0,75.0,2.0,85.2,2410.0,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.28,,,,,,,,76,3,Cutter,4,9,9,4,9,4,9,4,Standard,Standard,129.0,0.0,-0.139
FF,2023-03-31,91.2,-0.36,6.83,"Flexen, Chris",572287,623167,,ball,,,,,12,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,B,,,0,1,2023,0.04,1.63,1.19,2.69,,647304.0,665926.0,2,8,Top,,,,,663728,,,3.809102637389056,-132.64488008454887,-8.026256670181215,-0.3095792470073623,26.846988804580707,-11.397070047947135,3.35,1.52,,,,91.1,2160.0,6.2,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.34,,,,,,,,76,2,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,187.0,0.0,0.063
ST,2023-03-31,78.5,-0.55,6.81,"Flexen, Chris",572287,623167,,called_strike,,,,,5,Mike Zunino lines out sharply to left fielder Jarred Kelenic.,R,R,R,SEA,CLE,S,,,0,0,2023,1.13,-0.33,0.03,2.17,,647304.0,665926.0,2,8,Top,,,,,663728,,,-0.8309842987694813,-114.41607422854624,-2.631935411340643,10.067861529590076,20.06005182008296,-34.86913543259564,3.29,1.52,,,,79.1,2503.0,6.5,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.98,,,,,,,,76,1,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,46.0,0.0,-0.085
FF,2023-03-31,91.6,-0.66,6.85,"Flexen, Chris",665926,623167,single,hit_into_play,,,,,2,Andres Gimenez singles on a line drive to center fielder Julio Rodriguez.   Josh Naylor to 2nd.,R,L,R,SEA,CLE,X,8.0,line_drive,1,2,2023,-0.4,1.45,-0.07,2.67,,,647304.0,2,8,Top,136.3,94.8,,,663728,,,2.34899358907963,-133.2707229048612,-7.815168623290873,-5.248468728398631,26.92816876548832,-13.476724252032335,3.19,1.48,191.0,95.7,10.0,91.4,2082.0,6.0,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.49,0.683,0.638,0.9,1.0,1.0,0.0,4.0,75,4,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,197.0,-0.001,0.379
FF,2023-03-31,91.4,-0.58,6.81,"Flexen, Chris",665926,623167,,swinging_strike,,,,,2,Andres Gimenez singles on a line drive to center fielder Julio Rodriguez.   Josh Naylor to 2nd.,R,L,R,SEA,CLE,S,,,1,1,2023,-0.14,1.65,0.11,3.0,,,647304.0,2,8,Top,,,,,663728,,,2.024046775328053,-132.98420739904157,-7.265517249873771,-2.0905918704066626,27.85746710978418,-11.22268928384028,3.19,1.48,,,,91.1,2026.0,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.42,,,,,,,,75,3,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,197.0,0.0,-0.056
FF,2023-03-31,89.8,-0.62,6.85,"Flexen, Chris",665926,623167,,ball,,,,,13,Andres Gimenez singles on a line drive to center fielder Julio Rodriguez.   Josh Naylor to 2nd.,R,L,R,SEA,CLE,B,,,0,1,2023,-0.25,1.41,-1.16,2.45,,,647304.0,2,8,Top,,,,,663728,,,-0.8209202977614154,-130.69948470034524,-7.913742344545654,-2.672868923554807,26.59678342943631,-14.519035522323156,3.37,1.56,,,,89.7,2105.0,6.1,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.38,,,,,,,,75,2,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,193.0,0.0,0.026
FF,2023-03-31,90.6,-0.58,6.89,"Flexen, Chris",665926,623167,,swinging_strike,,,,,11,Andres Gimenez singles on a line drive to center fielder Julio Rodriguez.   Josh Naylor to 2nd.,R,L,R,SEA,CLE,S,,,0,0,2023,-0.1,1.56,-0.3,3.48,,,647304.0,2,8,Top,,,,,663728,,,0.9318830952956434,-131.9126824688682,-5.907030369869311,-1.407135397405716,27.333461373667205,-12.883299541799138,3.19,1.48,,,,90.3,2124.0,6.0,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.46,,,,,,,,75,1,4-Seam Fastball,4,9,9,4,9,4,9,4,Standard,Standard,188.0,0.0,-0.036
ST,2023-03-31,79.5,-0.43,6.78,"Flexen, Chris",660757,623167,field_out,hit_into_play,,,,,14,Oscar Gonzalez lines out to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,X,9.0,line_drive,1,2,2023,1.0,-0.53,0.77,1.08,,,647304.0,1,8,Top,164.88,108.82,,,663728,,,0.7757125610338242,-115.76541757092924,-4.706678966962473,8.77941551804215,22.70356130764834,-36.24313377877952,3.6,1.71,246.0,80.5,20.0,79.0,2532.0,6.0,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.5,0.894,0.812,0.0,1.0,0.0,0.0,4.0,74,4,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,41.0,0.002,-0.219
ST,2023-03-31,78.7,-0.54,6.77,"Flexen, Chris",660757,623167,,swinging_strike,,,,,9,Oscar Gonzalez lines out to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,S,,,1,1,2023,1.43,-0.21,0.4,2.11,,,647304.0,1,8,Top,,,,,663728,,,-0.6025577709678946,-114.61629271218372,-2.90444356427754,12.759067431383857,20.778519451417974,-33.73365031950813,3.6,1.71,,,,78.8,2486.0,6.3,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.22,,,,,,,,74,3,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,41.0,0.0,-0.063
FC,2023-03-31,86.8,-0.47,6.8,"Flexen, Chris",660757,623167,,blocked_ball,,,,,14,Oscar Gonzalez lines out to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,B,,,0,1,2023,0.62,0.68,0.76,0.44,,,647304.0,1,8,Top,,,,,663728,,,1.6799429537144444,-126.15818375613485,-10.484674943042169,6.39151257221301,22.489458485866717,-23.15105206789739,3.56,1.71,,,,87.4,2395.0,6.4,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,54.05,,,,,,,,74,2,Cutter,4,9,9,4,9,4,9,4,Standard,Standard,157.0,0.0,0.026
ST,2023-03-31,78.6,-0.65,6.76,"Flexen, Chris",660757,623167,,swinging_strike_blocked,,,,,14,Oscar Gonzalez lines out to right fielder Teoscar Hernandez.,R,R,R,SEA,CLE,S,,,0,0,2023,1.75,-0.69,0.49,1.07,,,647304.0,1,8,Top,,,,,663728,,,-0.785516974582855,-114.3804109797648,-4.143947659473774,15.390855248919085,23.56743951809108,-37.546119857398295,3.6,1.71,,,,78.7,2493.0,6.6,718763,623167,663728,664034,543939,553993,641487,672284,677594,606192,53.91,,,,,,,,74,1,Sweeper,4,9,9,4,9,4,9,4,Standard,Standard,38.0,0.0,-0.056
